Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The challenges of implementing infection prevention and antimicrobial stewardship programs in resource-constrained settings.,"Abbas, Salma","The burden of healthcare-associated infections (HAIs) and antimicrobial resistance (AMR) is disproportionately high in low and middle-income countries. Barriers to implementing effective antimicrobial stewardship and infection prevention programs include the lack of a structural framework, consensus guidelines, educational opportunities, trained personnel, funding, and access to resources such as manpower, information technology, and diagnostics. Socioeconomic instability with supply chain interruptions, poor skilled staff retention, absence of mandates, and inadequate support to enforce existing policies further aggravates the situation. Failure to implement measures to tackle AMR and HAIs effectively will result in repercussions globally. Copyright © The Author(s) 2024.",2024,/,Antimicrobial stewardship & healthcare epidemiology : ASHE,4,1,e45,,https://dx.doi.org/10.1017/ash.2024.35,38628374,#5012,Abbas 2024,"",Not RCT
Antibiotic Stewardship in the Management of Infected Diabetic Foot Ulcer Disease in Less Developed Countries.,"Abbas, Zulfiqarali G; Gangji, Raidah R; Uckay, Ilker","BACKGROUND: Diabetic foot ulcers in developing countries often become infected. The healthcare systems are often not equipped to conduct the culture and the sensitivity tests required for prescribing a targeted antibiotic treatment for diabetic foot infection (DFI)., METHODS: We evaluate antibiotic stewardship programmes for DFIs, at every level of health care, with an emphasis on resource-poor settings such as in Africa., RESULTS: The management of DFI very often is adapted to the financial and practical realities of the resource-poor regions. The application of the point-of-care Gram stain of deep tissue samples is efficient, rapid, low cost and ubiquitously available. Upon the identification of the predominant pathogen in the Gram stain, a semi-quantitative preemptive antibiotic treatment can be started in accordance with the World Health Organization Aware, Watch and Restrict Essential Medicine List. This list is catered to every country and is a powerful tool. However, some basic knowledge of the local microbiological epidemiology is necessary to choose the most appropriate agent. We report our experience on using the rapidly available Gram stain for narrowing the preemptive choice of listed antibiotic agents, as an economic tool for antibiotic stewardship in DFIs., CONCLUSIONS: In the practical and resource-saving management of DFI, the 'therapeutic' use of Gram stains is not common in resource-rich countries but should be added to the arsenal of the general efforts for antibiotic stewardship. Copyright © 2024 The Author(s). Endocrinology, Diabetes & Metabolism published by John Wiley & Sons Ltd.",2024,/,"Endocrinology, diabetes & metabolism",7,4,e00503,,https://dx.doi.org/10.1002/edm2.503,38924696,#5013,Abbas 2024,"",Not RCT
Prevalence of Extended-Spectrum Beta-Lactamase-Producing Enterobacteriaceae Causing Bloodstream Infections in Cancer Patients from Southwest of Iran.,"Abbasi Montazeri, Effat; Khosravi, Azar Dokht; Saki, Morteza; Sirous, Mehrandokht; Keikhaei, Bijan; Seyed-Mohammadi, Sakineh","INTRODUCTION: This study aimed to evaluate the frequency rate of extended-spectrum beta-lactamase-producing Enterobacteriaceae (ESBL-PE) causing bloodstream infections (BSIs) in cancer patients referred to one of the major referral hospitals in Ahvaz city, southwest Iran., MATERIALS AND METHODS: In this study, 1700 blood cultures were collected from 610 cancer patients suspected to have BSI from October 2016 to August 2017 referred to the Shafa cancer hospital, Ahvaz, southwest of Iran. The blood culture bottles were incubated aerobically at 35-37C for 24 hours and then sub-cultured on routine microbiology culture media. The bacterial colonies were identified using standard tests. The antibiotic susceptibility testing was achieved by the disc-diffusion method. The phenotypic detection of ESBLs was carried out by the combination disc-diffusion test (CDDT). Finally, the polymerase chain reaction (PCR) was performed to investigate the presence of bla TEM, bla CTX, bla SHV, and bla PER genes., RESULTS: The prevalence of BSI in cancer patients was 16.4% (100/610). Gram-negative rods with rate of 74% (74/100) were the most prevalent bacteria. The frequency of Enterobacteriaceae family was 21% including Escherichia coli (n: 8), Klebsiella pneumoniae (n: 6), Enterobacter spp. (n: 5), Citrobacter freundii (n: 1), and Serratia marcescens (n: 1). All isolates were multidrug-resistant (resistance to three or more antibiotics). The results of CDDT showed that 42.8% (9/21) of Enterobacteriaceae isolates had a positive ESBL test of which 100% (9/9) indicated positive band for at least one of the ESBL genes by PCR method. The bla CTX-M and bla TEM genes were detected in 38% (8/21) and 23.8% (5/21) of isolates, respectively, while the bla SHV and bla PER were not detected in any isolates., CONCLUSION: Based on the results, surveillance, and antibiotic stewardship programs should be implemented for cancer patients to prevent the spread of more ESBL-PE that have limited therapeutically choices. Copyright © 2020 Abbasi Montazeri et al.",2020,/,Infection and drug resistance,13,101550216,1319-1326,,https://dx.doi.org/10.2147/IDR.S254357,32440169,#5014,AbbasiMontazeri 2020,"",Not RCT
Antibiotic Utilization in Iran 2000-2016: Pattern Analysis and Benchmarking with Organization for Economic Co-operation and Development Countries.,"Abbasian, Hadi; Hajimolaali, Mohammad; Yektadoost, Alireza; Zartab, Saman","OBJECTIVES: Antibiotic resistance is the main threat to health all over the world. The consumption of antibiotics is one of the factors causing the emergence of multidrug resistance. The purpose of this study was to recognize the patterns, trends, and changes of consumption in Iran and to compare them with those of Organization for Economic Co-operation and Development (OECD) countries., METHODS: The data were collected from a national pharmaceutical wholesale data bank. Defined daily dose (DDD) or DDDs per 1000 inhabitants per day (DID) was calculated as a standard indicator for the consumption over 17 years., RESULTS: Were benchmarked with the consumption of OECD countries. Drug utilization 90% (DU90%) method was used to assess the drug consumption pattern., FINDINGS: The antibiotic consumption jumped up from 33.6 DID to 60 DID from 2000 to 2016. Compared to the average consumption of OECD countries, Iran has consumed antibiotics almost triple times. There were 9-11 chemical substances in the DU90% list during these years. Changes in DU90% list occurred within antibiotics classes during the study period. Although the total consumption growth was equal to 79% during these years, consumption of some pharmacological subgroups such as sulfonamide and aminoglycosides has decreased., CONCLUSION: Albeit the existence of surveillance system for health-related infectious diseases, the consumption of antibiotics has increased drastically, which illustrates the necessity of comprehensive and effective national antibiotic stewardship. Copyright: © 2019 Journal of Research in Pharmacy Practice.",2019,/,Journal of research in pharmacy practice,8,3,162-167,,https://dx.doi.org/10.4103/jrpp.JRPP_19_42,31728348,#5015,Abbasian 2019,"",Not RCT
"Awareness and perception of antimicrobial stewardship program among healthcare professionals in the hospitals of ministry of health and population, Egypt: antimicrobial stewardship toolkit survey.","Abd El Azeem Khalaf, Yara Mohsen; Gad, Zahira Metwally; Arafa, Mostafa Ahmed; Abdou, Marwa Shawky","BACKGROUND: Antimicrobial resistance (AMR) has been recognized by international policymakers as a serious threat due to its current and projected influence on global population health, healthcare expenditures and gross domestic product (GDP). The present work aimed to assess the awareness, perceptions, and practices of healthcare professionals regarding the implementation of the Antimicrobial Stewardship program (ASP)., METHODS: A cross-sectional study was conducted among 310 health care professionals. A self-administered questionnaire based on Antimicrobial Stewardship Toolkit for Acute and Long-Term Care Facilities; Greater New York Hospital Association (GNYAHA) was used to assess perceptions and knowledge about AMR and automatic selective perception., RESULTS: A total of 310 healthcare professionals participated in the study, of which 60.6% were females, with a mean age of 37.32 +/- 8.71, mean years of working of 6.0 +/- 5.95 and mean years of experience of 7.97 +/- 7.14. The mean scores for AMR awareness, antibiotic (AB) prescribing practices, ASP perception, and intervention beliefs were 73.05 +/- 11.21, 32.97 +/- 8.22, 52.85 +/- 13.99, and 18.24 +/- 2.71, respectively. Bivariate analysis showed that profession, primary work unit, staff position significantly affect the AMR awareness and ASP perception, while only staff position affect intervention beliefs. The Multivariate linear regression showed that working in pharmacy, ABs prescribing practice and ASP perception were independent predictors of AMR awareness. Years of work in hospital, AMR awareness and ASP perception were the independent predictors of ABs prescribing practice. AMR awareness, ABs prescribing practice and intervention beliefs were independent predictors of ASP perception while ASP perception was the only independent predictors of intervention beliefs., CONCLUSIONS: The study found a high level of awareness and practice regarding AMR and ASP among healthcare professionals. Pharmacists had higher levels of AMR awareness and ASP perception than physician in different specialities. Levels of AMR awareness, ABs prescribing practice, ASP perception and intervention beliefs affect each other in different ways. Linear regression supported our findings that pharmacists had a higher level of AMR awareness, while years of work in hospital had a significant effect on ABs prescribing practice. Copyright © 2025. The Author(s).",2025,/,Antimicrobial resistance and infection control,14,1,13,,https://dx.doi.org/10.1186/s13756-025-01525-6,39985033,#5016,AbdElAzeemKhalaf 2025,"",Not RCT
"Antimicrobial susceptibility at intensive care units in Sudan, antibiogram development.","Abd El-Raheem, Ghada Omer Hamad; Dihesh, Mohamed Elhadi Ahmed; Elmardi, Mohamed Elmutaz Babikir; Elamin, Hana Eltayeb Salih; Zeinelabdin, Latifa Elsir Abas; Ahmed, Dalia Omer Suliman; Mudather, Misa Abdelmajid Alhaj; Gaber, Omema Abdelkrem Abdelftah; Abdalla, Hanadie Mustafa Ebrahim","Antibiograms are statistics on bacterial spectrum and resistance rates. It is of importance to regularly monitor the trends in antimicrobial resistance within the institution through the periodic cumulative resistance to provide the effective empiric antibiotic selection, enhanced infection control interventions, and containment strategies. Antimicrobial stewardship interventions improve quality and quantity of prescribing antimicrobial in ICUs without compromising any patient outcomes. The aim of this study was to develop a local unit-specific antibiogram for the Intensive Care Units based on the susceptibility rates of antimicrobials. Facility- based cross sectional study was done among ICU patients of a Tertiary hospital, Khartoum. Data were collected from the record of microbiology Laboratory from August-2021 to September-2022. Results were presented as tables and figures, Chi- square test was used to assess associations between variables, results were statistically significant when p < 0.05. Gram negative bacteria comprised 32% of the samples and only 4% of the samples had Gram positive bacteria, the remaining samples had no growth. Klebsiella spp. were the most prevalent 14.4% (44/306). The lowest susceptibility to antimicrobials were documented for Acinetobacter spp. and Klebsiella spp. Regarding Pseudomonas aeruginosa, it was susceptible to Meropenem but resistant to Pip/Tazo and Aminoglycosides. Gram positive bacteria, all were susceptible to Vancomycin and low Methicillin-resistant Staphylococcus aureus prevalence was observed. The antibiogram revealed high prevalence of Gram negative bacteria with low antimicrobials-susceptibility; especially Klebsiella spp. Low prevalence was recorded for MRSA and the most prevalent Gram positive bacteria were E. faecalis. This antibiogram of ICU can provide a reference for all future ICU antibiograms which will give a clear picture of the antimicrobial susceptibility pattern among ICU patients. Clinical trial number Not applicable. Copyright © 2025. The Author(s).",2025,/,BMC microbiology,25,1,290,,https://dx.doi.org/10.1186/s12866-025-04021-4,40369426,#5017,AbdEl-Raheem 2025,"",Not RCT
"Elevated Level of Imipenem-Resistant Gram-Negative Bacteria Isolated from Patients Attending Health Centers in North Gondar, Ethiopia.","Abda, Ebrahim M; Adugna, Zenebe; Assefa, Adugna","BACKGROUND: The frequent identification of resistant bacteria in hospitals constantly presents antimicrobial therapy with a challenge. Imipenem, once considered an extremely powerful antibiotic against multidrug-resistant bacterial infections, is losing its effectiveness. Its use in empirical therapy with inadequate or nonexistent antimicrobial stewardship programs has further triggered bacterial resistance in low-income countries. Therefore, this study aimed at identifying imipenem-resistant Gram-negative bacteria from patients who were referred to health centers in North Gondar, Ethiopia., METHODS: A total of 153 sputum samples were used to isolate Gram-negative bacteria. The isolates, which were resistant to imipenem, were identified by standard biochemical tests and 16S rRNA sequencing. The Kirby-Bauer disk diffusion method was used to determine the sensitivity or resistance of the isolate to diverse antimicrobial agents., RESULTS: The study identified 79 imipenem-resistant bacterial isolates from eight genera with clinically relevant microorganisms, including Acinetobacter baumannii (20.77%), Klebsiella pneumoniae (19.48%), Pseudomonas aeruginosa (16.88%), and Serratia marcescens (14.28%). Overall, imipenem-resistant bacterial isolates were detected in 31 samples (20.26%). Additionally, a remarkably high level of resistance to most antibiotics was observed among isolates of Klebsiella pneumoniae and Acinetobacter baumannii. Gentamycin is the most active antibiotic against many of the isolates, while beta-lactams appear to be less effective., CONCLUSION: The study indicated that many Gram-negative bacteria were resistant to imipenem with parallel resistances to other antimicrobials. Hence, the prescription of imipenem within the region should be according to the antibiotic resistance profiles of the multi-drug resistant bacteria. Copyright © 2020 Abda et al.",2020,/,Infection and drug resistance,13,101550216,4509-4517,,https://dx.doi.org/10.2147/IDR.S287700,33364798,#5018,Abda 2020,"",Not RCT
Antimicrobial prophylaxis for endourological procedures in Jordanian hospitals: a multi-centre qualitative study.,"Abdaljaleel, Sondos; Hijazeen, Rima; Abdel Jalil, Mariam; Awwad, Oriana","OBJECTIVES: To explore urologists' perceptions of barriers to, and facilitators of, adherence to international antimicrobial prophylaxis (AP) guidelines for endourological procedures in Jordan and to identify strategies to optimise guideline-concordant AP prescribing., DESIGN: The present study is a qualitative study undertaken through semi-structured interviews and inductive thematic analysis. Study results are reported per Consolidated Criteria for Reporting Qualitative Research., SETTING: Secondary and tertiary care across multiple public, private and academic hospitals in Jordan., PARTICIPANTS: Nineteen practising urologists (all male; median age 32 years, IQR 8; nine residents, 10 specialists) who routinely prescribe AP for endourological procedures. Participants were recruited via convenience snowball sampling and interviewed until thematic saturation was reached., INTERVENTIONS: Not applicable., PRIMARY AND SECONDARY OUTCOME MEASURES: The main outcomes were themes describing perceived barriers to guideline adherence and potential facilitators to support appropriate AP use., RESULTS: Participants identified several barriers: (1) patient level, strong expectations for antibiotics post-procedure and concerns about procedure-site hygiene; (2) clinician level, fear of postoperative infections and litigation, lack of familiarity with updated guidance and doubts about applying international guidelines locally; (3) system level, hierarchical prescribing dynamics, referral communication gaps, high workloads and time pressures, and concerns over sterilisation practices. Facilitators included targeted professional training and regular guideline updates for urologists, development of local AP guidelines informed by local resistance data, enhanced patient education campaigns and active involvement of clinical pharmacists in preoperative antibiotic review and auditing., CONCLUSIONS: Urologists in Jordan face multifaceted barriers to AP guideline adherence. Future stewardship programmes can use insights from this study to develop locally tailored guidelines, targeted clinician training and pharmacist-led audits. Pilot testing with metrics such as prescribing rates, guideline concordance, antibiotic consumption and postoperative infection incidence will be essential to validate their impact before wider implementation. Copyright © Author(s) (or their employer(s)) 2025. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ Group.",2025,/,BMJ open,15,5,e095668,,https://dx.doi.org/10.1136/bmjopen-2024-095668,40389319,#5019,Abdaljaleel 2025,"",Possible RCT
Adherence to Antimicrobial Prophylaxis Guidelines in Endourologic Procedures: Frequency and Related Outcomes.,"Abdaljaleel, Sondos; Abdeljalil, Mariam; Awwad, Oriana; Al Edwan, Ghazi; Amaireh, Mohammad; Hamdan, Manar; Khattab, Ahmad; Al-Hourani, Tasneem","Background: Surgical antimicrobial prophylaxis (SAP), when used appropriately based on evidence-based guidelines, can reduce the rate of infectious complications following endourologic procedures without compromising patient outcomes. Objectives: To investigate the appropriateness of the current SAP used in endourologic surgeries based on international guidelines and report their associated outcomes (urinary tract infection [UTI] and blood stream infection [BSI]). Design: Prospective cross-sectional study. Methodology:  The medical records of patients undergoing endourologic procedures were reviewed to assess healthcare providers' adherence to international guideline recommendations. Assessed parameters included indication, duration, choice, and dose of the antibiotics used in endourologic procedures in two medical centers in Amman/Jordan. Furthermore, patients were asked to conduct laboratory urine tests to determine the rate of infectious complications within one month post-procedure. Results: Three hundred and sixty-one patients were recruited for the study. The adherence rates to guidelines regarding indication, choice, and dose of pre-operative antibiotics were 90.3%, 2.8%, and 77.8%, respectively. The duration was concordant with guidelines in only 3.4% of participants. A total of 41.8% of patients completed follow-up. Among those, 4.6% developed bacterial UTIs, and 0.7% developed BSI. Conclusion:  Adherence to SAP guidelines in endourologic procedures was far from optimal. Primary deviations in the implementation of guidelines' recommendations were pinpointed. These results are crucial for planning interventions that optimize SAP utilization.",2024,/,Surgical infections,25,7,484-491,,https://dx.doi.org/10.1089/sur.2024.008,38957965,#5020,Abdaljaleel 2024,"",Not RCT
"Prescribing patterns of antimicrobials in the Internal Medicine Department of Ibrahim Malik Teaching Hospital in Khartoum, 2016.","Abdalla, Salma Nasr; Yousef, Bashir Alsiddig","INTRODUCTION: Antimicrobials are among the most commonly prescribed therapeutic agents in hospitals. Irrational use of antimicrobials results in the development of antimicrobial resistance which could lead to life-threatening illnesses. Therefore, the assessment of antimicrobial prescribing and use is of utmost importance. This study aimed to examine the prescribing patterns of antimicrobials in the Internal Medicine Department of Ibrahim Malik Teaching Hospital in Khartoum, Sudan., METHODS: A descriptive, cross-sectional study was conducted using World Health Organization (WHO) indicators for antimicrobial use in hospitals. Systematic random sampling was used to select 245 medical records from the 2613 medical records of patients admitted to the internal medicine department in 2016. Data were collected using a data collection form and a structured interview with the chief pharmacist in the hospital., RESULTS: Of the 245 medical records examined, 201 (82%) patients were prescribed one or more antimicrobial drug. The average number of antimicrobials per patient was (2.1+/-1.1). The average duration of antimicrobial treatment was (4.9+/-3.8) days. The generic name was used in (35.6%) of antimicrobials, while (95.5%) of all antimicrobials were prescribed from the national essential medicines list. Overall, there were 421 courses of antimicrobials prescribed. The most frequently prescribed antimicrobials were ceftriaxone (131 courses) and metronidazole (89 courses). Among the documented infectious diseases, the most frequently encountered was pneumonia, followed by malaria. There was no drug and therapeutic committee, hospital formulary or essential medicines list, and standard treatment guidelines for infectious diseases in the hospital., CONCLUSION: The results of the study revealed a high percentage of antimicrobial use in the Internal Medicine Department. Multifaceted interventions are urgently needed to promote rational prescribing of antimicrobials. Copyright © Salma Nasr Abdalla et al.",2019,/,The Pan African medical journal,34,101517926,89,,https://dx.doi.org/10.11604/pamj.2019.34.89.17023,31934232,#5021,Abdalla 2019,"",Not RCT
"Molecular genetic portrait of virulence and ciprofloxacin resistance genes in clinical Pseudomonas aeruginosa Isolates from Khartoum, Sudan.","Abdallah, Azza Salah Imam; Mohamed, Osama; Merghani, Maye M; Abdalla Ali, Musa","BACKGROUND: Pseudomonas aeruginosa remains a major cause of hospital- and community-acquired infections, with increasing ciprofloxacin resistance driven by mutations in quinolone resistance-determining regions (QRDRs) and plasmid-mediated mechanisms. This study aimed to determine the prevalence of key virulence genes (oprI, toxA, lasB, nan1) and ciprofloxacin resistance determinants (gyrA, parC, qnrA, qnrB, qnrS) in clinical isolates from Khartoum State, Sudan, and to explore associations with demographic and clinical variables., METHODS: This cross-sectional study, which was conducted from January to April 2023, included eighty-six clinical isolates of P.aeruginosa that were collected from various hospitals in Khartoum State. The isolates were reidentified via standard microbiological techniques, and DNA was extracted via the boiling method. Multiplex polymerase chain reaction was utilized to detect the presence of virulence and ciprofloxacin resistance genes. Data analysis was performed via IBM SPSS software (version 20)., RESULTS: All the isolates carried one or more virulence genes, with oprI being the most prevalent (88.4%), followed by lasB (80.2%), toxA (57%), and nan1 (6.98%). Among the isolates, 30 (34.9%) were resistant to ciprofloxacin, whereas 56 (65.1%) were susceptible. All resistant isolates carried at least one of the resistance genes studied. The parC gene was the most prevalent (40.7%), followed by gyrA (20.9%) and qnrS (19.8%). qnrA and qnrB each had a prevalence of 17.4%. This investigation revealed the coexistence of the gyrA and parC genes in seven isolates (23.3%), and we also reported that the qnrA, qnrB, and qnrS genes coexisted in 11 (36.7%) of the ciprofloxacin resistant P. aeruginosa isolates. A significant association was detected between ciprofloxacin resistance and the presence of the gyrA, qnrS, qnrA, and qnrB genes (p < 0.001) but not the parC gene (p = 0.6). There was no significant association between ciprofloxacin resistance genes and virulence genes (p > 0.05)., CONCLUSIONS: The prudent use of ciprofloxacin is vital in managing P.aeruginosa infections amid rising resistance. Detection of gyrA and parC in susceptible isolates signals potential for future resistance through future mutations, highlighting the need for ongoing monitoring. The coexistence of resistance and virulence genes highlights the pathogen's combined threat. These findings reinforce the public health importance of continuous molecular surveillance and genetic profiling, not only to guide effective treatment but also to inform targeted infection control strategies and antimicrobial stewardship programs. Copyright: © 2025 Abdallah et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2025,/,PloS one,20,10,e0335269,,https://dx.doi.org/10.1371/journal.pone.0335269,41171876,#5022,Abdallah 2025,"",Not RCT
