Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Reversing the Trend of Antimicrobial Resistance in ICU: Role of Antimicrobial and Diagnostic Stewardship.,"Agarwal, Jyotsna; Singh, Vikramjeet; Das, Anupam; Nath, Soumya S; Kumar, Rajeev; Sen, Manodeep","BACKGROUND: Increasing antimicrobial resistance (AMR) among common bacteria combined with the slow development of new antibiotics has posed a challenge to clinicians., AIM AND OBJECTIVE: To demonstrate whether antimicrobial and diagnostic stewardship program (ASP and DSP)-related interventions improve antibiotic susceptibilities among common bacteria causing bloodstream infections (BSI) in patients admitted to the intensive care unit (ICU) and whether these resulted in changes in the volume of antimicrobial consumption., MATERIALS AND METHODS: We compared the susceptibility patterns of gram-negative bacteria (GNB) and gram-positive cocci (GPC) causing BSI and changes in the volume of antibiotics prescribed for the same before and after 2017 by a retrospective analysis., RESULTS: Postintervention, there was increased susceptibility of all GNBs to aminoglycosides; Escherichia coli and Klebsiella spp. to beta-lactambeta-lactamase inhibitors (BLBLI) combinations; and Klebsiella spp. and Pseudomonas spp. to carbapenems. Acinetobacter spp., Klebsiella spp., and Pseudomonas spp. showed improved susceptibility to doxycycline, whereas E. coli and Klebsiella spp. showed significantly improved susceptibility to fluoroquinolones. Among GPCs, there was increased susceptibility of Staphylococcus aureus (levofloxacin, clindamycin, and aminoglycoside), coagulase-negative S. aureus (CoNS) (chloramphenicol, levofloxacin, clindamycin, and aminoglycoside), and enterococci (chloramphenicol, levofloxacin, and clindamycin). There was a significant reduction in usage of antimicrobials for the treatment of GPCs (linezolid, doxycycline, chloramphenicol, levofloxacin, BLBLI, macrolide, and cephalosporin) and GNBs (levofloxacin, cephalosporin, carbapenem, and colistin), which caused BSI., CONCLUSION: The present study illustrated that combined ASP and DSP interventions successfully reversed the resistance pattern of organisms causing BSI and resulted in a reduction in antibiotic utilization., HOW TO CITE THIS ARTICLE: Agarwal J, Singh V, Das A, Nath SS, Kumar R, Sen M. Reversing the Trend of Antimicrobial Resistance in ICU: Role of Antimicrobial and Diagnostic Stewardship. Indian J Crit Care Med 2021;25(6):635-641. Copyright © 2021; Jaypee Brothers Medical Publishers (P) Ltd.",2021,/,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",25,6,635-641,,https://dx.doi.org/10.5005/jp-journals-10071-23861,34316142,#5160,Agarwal 2021,"",Not RCT
A Hybrid Form of Telemedicine and Quality Improvement: A Unique Way to Extend Intensive Care Services to Neonates.,"Agarwal, Nikita; Anand, Rohit; Jindal, Atul; Varghese, Anjali Rachel; Gajjala, Chandana; Ryavanki, Sridhar Prahlad; Singh, Gajendra","OBJECTIVES: To evaluate the impact of hybrid support (tele-mentoring and conventional support) on adverse outcome among neonates admitted to 10 special newborn care units (SNCUs) in Chhattisgarh., METHODS: This before-and-after study was conducted at 10 SNCUs in Chhattisgarh in 2022. Conventional support was given earlier and later, that was supplemented with tele-rounds which were carried out using Skype technology. The principal investigator (PI) visited each unit for one day per month to kickstart quality improvement (QI) projects and provide guidance. Patient outcome data were collected on clinical sepsis proportion, IV fluid usage, antibiotic usage, length of stay, referral and mortality., RESULTS: A total of 2807 babies across 10 units were assessed. This was retrospectively correlated with 5169 babies in these units in the year before the intervention was started. The percentage of clinical neonatal sepsis cases decreased from 53.4% to 29.4% (P < 0.05). IV fluid usage dropped from 40% to 22.2% (P < 0.05). The initiation and continuation of kangaroo mother care (KMC) increased from 55.5% to 93.8% (P < 0.05). The average length of stay decreased from 5.5 +/- 0.97 d to 4 +/- 0.2 d (P < 0.05). Oxygen utilization decreased from 39.3% to 33.6% (P < 0.05). The proportion of antibiotic usage decreased from 50.2% to 39.7% (P < 0.05). The mortality rate decreased from 8.18% to 6.99% (P < 0.05). Referral rate decreased from 13.12% to 11.93% (P < 0.05)., CONCLUSIONS: The implementation of a QI package through hybrid support, which includes tele-mentoring, supportive supervision visits, and local QI project advocacy, proves to be an effective approach in enhancing newborn intensive care. Copyright © 2024. The Author(s), under exclusive licence to Dr. K C Chaudhuri Foundation.",2025,/,Indian journal of pediatrics,92,9,948-954,,https://dx.doi.org/10.1007/s12098-024-05200-3,39007957,#5161,Agarwal 2025,"",Not RCT
Impact of simple interventions on neonatal mortality in a low-resource teaching hospital in India.,"Agarwal, R; Agarwal, K; Acharya, U; Christina, P; Sreenivas, V; Seetaraman, S","OBJECTIVE: To evaluate impact of simple interventions on neonatal mortality in a low-resource teaching hospital in India., STUDY DESIGN: Before-and-after intervention trial setting: limited resource teaching hospital;, DESIGN: Before and after study., INTERVENTIONS: A package of simple interventions was evolved. The interventions included: rational admissions and early discharge, entrusting mothers in care-giving, enforcing asepsis routines, aggressive enteral feeding, abandoning unnecessary interventions, protocol-based management, rational antibiotics and training and empowerment of nurses., STATISTICAL METHODS: The categorical and continuous variables were compared with chi (2) and two-tailed tests, respectively., RESULTS: Neonatal mortality rate declined significantly during the intervention period as compared to control period (20.3 versus 29.3 per 1000 live births; relative risk 0.69, 95% confidence interval (CI) 0.57 to 0.85). Most significant decline occurred in sepsis-related deaths. The survival of neonates with birth weight 1000 to 1499 improved over two folds (56.7% versus 24.5%, P<0.01). There was a significant decline in antibiotics use (635/878, 72.3% versus 299/897, 23.2%; P=0.00). The duration of stay in neonatal unit was decreased by a mean of 1.5 day (95% CI 0.9 to 2.8 days) after interventions., CONCLUSIONS: Simple interventions can result in a significant decline in neonatal mortality in hospitals with limited resources. This package is likely to be effective in hospitals with a high proportion of the sepsis deaths.",2007,/,Journal of perinatology : official journal of the California Perinatal Association,27,1,44-9,,https://dx.doi.org/10.1038/sj.jp.7211620,17180130,#5162,Agarwal 2007,"",Possible RCT
Antibiotic stewardship in a tertiary care NICU of northern India: a quality improvement initiative.,"Agarwal, Sunita; Patodia, Jyoti; Mittal, Jaikrishan; Singh, Yatish; Agnihotri, Vaibhav; Sharma, Varun","BACKGROUND: The overuse of antibiotics in newborns leads to increased mortality and morbidities. Implementation of a successful antibiotic stewardship programme (ASP) is necessary to decrease inappropriate use of antibiotics and its adverse effects., PROBLEM: Our neonatal intensive care unit (NICU) is a tertiary referral centre of north India, consisting of all outborn babies mostly with sepsis caused by high rate of multidrug-resistant organisms (MDROs). So antibiotics are not only life-saving but also used excessively with a high antibiotic usage rate (AUR) of 574 per 1000 patient days., METHOD: A quality improvement (QI) study was conducted using the Plan-Do-Study-Act (PDSA) approach to reduce AUR by at least 20% from January 2019 to December 2020. Various strategies were made : such as making a unit protocol, education and awareness of NICU nurses and doctors, making check points for both starting and early stoppage of antibiotics, making specific protocol to start vancomycin, and reviewing yearly antibiotic policy as per antibiogram., RESULTS: The total AUR, AUR (culture negative) and AUR (vancomycin) was reduced by 32%, 20% and 29%, respectively, (p<0.01). The proportion of newborns who never received antibiotics increased from 22% to 37% (p<0.045) and the proportion of culture-negative/screen-negative newborns where antibiotics were stopped within 48 hours increased from 16% to 54% (p<0.001). The compliance with the unit protocol in starting and upgrading antibiotic was 75% and 82%, respectively. In early 2020, there was a sudden upsurge in AUR due to central line-related bloodstream infection breakout. However, we were able to control it, and all the PDSA cycles were reinforced. Finally, we could reattain our goals, and also able to sustain it until next 1 year. There was no significant difference in overall necrotising enterocolitis and mortality rates., CONCLUSION: In a centre such as ours, where sepsis is a leading cause of neonatal deaths, restricting antibiotic use is a huge challenge. However, we have demonstrated implementation of an efficient ASP with the help of a dedicated team and effective PDSA cycles. Also, we have emphasised the importance of sustainability in success of any QI study. Copyright © Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2021,/,BMJ open quality,10,Suppl 1,,,https://dx.doi.org/10.1136/bmjoq-2021-001470,34344741,#5164,Agarwal 2021,"",Possible RCT
"Effectiveness of education and antibiotic control programme at All India Institute of Medical Sciences, New Delhi.","Ahmed, Shaheer A; Kumar, Arvind; Sethi, Prayas; Kapil, Arti; Pandey, R M; Wig, Naveet","Background: We aimed to assess the impact of antibiotic optimization education along with understanding the antibiogram on antibiotic-prescribing practices, antibiotic consumption, antimicrobial resistance and cost of antibiotics in a tertiary care hospital in New Delhi., Methods: We divided the study into 3 phases-before and after intervention and a phase of education in between. We collected data on demographics, indication for antibiotic prescription, appropriateness or reasons for inappropriate antibiotic uses, antibiotic consumption (i.e. the rate and duration of antibiotic use), bacterial resistance and antibiotic cost. Interventions included education, introduction of an antibiogram and use of antibiotic prescription forms. Similar data were collected for the post-interventional phase. The study was conducted at the Department of Medicine, All India Institute of Medical Sciences, New Delhi, India., Results: There was an improvement in the number of patients who underwent de-escalation of antibiotics, 21/100 v. 36/100 (p = 0.019); appropriate antibiotic usage, 25/ 100 v. 46/100 (p = 0.002); switching from intravenous to oral promptly, 16/52 v. 1 9/36 (p = 0.003) and decrease in expenditure, 24 207.5 v. 16 51 7.5 per patient (p = 0.001 ); in the post-interventional phase. Significant reductions in the incidence of infections due to Acinetobacter (60% v. 31%; p<0.001) and improvement in sensitivity pattern with cephalosporin sulbactam (80% v. 100%; p<0.001) were seen. Multivariate analysis revealed that Acute Physiology and Chronic Health Evaluation (APACHE) score, hospital stay <10 days, ventilator-associated pneumonia and methicillin-resistant Staphylococcus aureus coverage were independent predictors of mortality with odds ratio of 1.14, 0.1, 9.7 and 1.14, respectively., Conclusion: Education and an antibiotic control programme constituted an effective and cost-saving strategy to optimise antibiotic use at a tertiary care centre.",2018,/,The National medical journal of India,31,5,262-267,,https://dx.doi.org/10.4103/0970-258X.261176,31267989,#5202,Ahmed 2018,"",Possible RCT
The impact of optimizing microbial diagnosis processes on clinical and healthcare economic outcomes in hospitalized patients with bloodstream infections.,"Ai, Genwei; Zhang, Ying; Guo, Kunshan; Zhao, Lu; Li, Zhi; Hai, He; Jia, Erjuan; Liu, Junying","PURPOSE: Bloodstream infections (BSIs) are associated with significant morbidity, mortality and costs, while prolonged blood culture (BC) diagnosis may delay the initiation of targeted therapy. This study evaluates the impact of an optimized microbiology laboratory process on turnaround times, antibiotic use, clinical outcomes and economics for hospitalized BSI patients., METHODS: A pre-post study was conducted in a Chinese hospital in which BSI derived BC results before (Oct. 2020- Sep. 2021) and after (Oct. 2021- Sep. 2022) newly implemented microbiology diagnostics and workflow changes were analyzed. Turnaround times, antibiotic initiation, length of stay and in-hospital costs were compared., RESULTS: From 213 included patients, 134 were pre-optimization (pre-op) and 79 were post-optimization (post-op) cases. The median time from blood sample collection (BSC) to pathogen identification (ID) decreased from 70.12 to 47.43 h post-op (P < 0.001). The median time from BSC to the first ID report related initiation of pathogen-directed antibiotic use decreased from 88.48 to 47.85 h post-op (P < 0.001). The average hospital stay decreased from 19.54 to 16.79 days and 30-day readmissions declined from 18.7 to 13.9%, while the mean total antimicrobial drug usage costs decreased by 3,889 CNY per patient (P = 0.022) after optimization., CONCLUSIONS: Implementing new diagnostics technologies and optimizing laboratory workflows significantly reduced antimicrobial drug usage costs, shortened the time to ID results and improved the timeliness of appropriate antibiotic choices to treat BSIs. Investments in faster testing and process improvements were clearly beneficial for patient outcomes and healthcare economics. Copyright © 2024. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2024,/,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,43,11,2147-2157,,https://dx.doi.org/10.1007/s10096-024-04928-2,39240272,#5208,Ai 2024,"",Not RCT
"Impact of an antibiotic stewardship program on antibiotic utilization, bacterial susceptibilities, and cost of antibiotics.","Aiesh, Banan M; Nazzal, Maisa A; Abdelhaq, Aroub I; Abutaha, Shatha A; Zyoud, Sa'ed H; Sabateen, Ali","Antimicrobial misuse is a worldwide issue, and antimicrobial resistance is considered the most challenging aspect of health care. It has been reported that as much as 30-50% of antimicrobials prescribed in hospitals are deemed unnecessary or inappropriate. Antibiotic stewardship programs (ASPs) include policies that apply continuous management of judicious anti-infectious treatment in the clinical setting. Therefore, the objectives of this study were to evaluate the effect of ASPs on antibiotic consumption, the costs of antibiotic expenditure, and the sensitivity of antimicrobials. A retrospective, quasi-experimental study was performed to assess the effect of ASP at An-Najah National University Hospital, a tertiary care hospital in the West Bank, Palestine, over a period of 20 months before and 17 months after the implementation of the ASP. Data on antibiotic consumption were reported monthly as days of therapy per 1000 patient-days and monthly costs (USD/1000 patient-days). A total of 2367 patients who received one or more of the targeted antibiotics (meropenem, colistin and tigecycline) during their hospital stay were included in the study. They have split into two groups: 1710 patients in the pre-ASP group, and 657 patients in the post ASP group. The most significant reduction in DOT per 1000 patient-days was seen with tigecycline, with a percentage of change of - 62.08%. Furthermore, the mean cost of the three antibiotics decreased significantly by 55.5% in the post-ASP phase compared to the pre-ASP phase. After the implementation of ASP, there was a statistically significant increase in susceptibility to meropenem, piperacillin and piperacillin/tazobactam with respect to Pseudomonas aeruginosa. However, changes in mortality rates were not statistically significant (p = 0.057). ASP positively reduced costs and antimicrobial consumption, with no statistically significant effect on the overall mortality rate. However, a long-term evaluation of the ASP's impact is needed to conclude its lasting impact on infection-related mortality and antimicrobial susceptibility pattern. Copyright © 2023. The Author(s).",2023,/,Scientific reports,13,1,5040,,https://dx.doi.org/10.1038/s41598-023-32329-6,36977796,#5214,Aiesh 2023,"",Possible RCT
"Changing use of surgical antibiotic prophylaxis in Thika Hospital, Kenya: a quality improvement intervention with an interrupted time series design.","Aiken, Alexander M; Wanyoro, Anthony K; Mwangi, Jonah; Juma, Francis; Mugoya, Isaac K; Scott, J Anthony G","INTRODUCTION: In low-income countries, Surgical Site Infection (SSI) is a common form of hospital-acquired infection. Antibiotic prophylaxis is an effective method of preventing these infections, if given immediately before the start of surgery. Although several studies in Africa have compared pre-operative versus post-operative prophylaxis, there are no studies describing the implementation of policies to improve prescribing of surgical antibiotic prophylaxis in African hospitals., METHODS: We conducted SSI surveillance at a typical Government hospital in Kenya over a 16 month period between August 2010 and December 2011, using standard definitions of SSI and the extent of contamination of surgical wounds. As an intervention, we developed a hospital policy that advised pre-operative antibiotic prophylaxis and discouraged extended post-operative antibiotics use. We measured process, outcome and balancing effects of this intervention in using an interrupted time series design., RESULTS: From a starting point of near-exclusive post-operative antibiotic use, after policy introduction in February 2011 there was rapid adoption of the use of pre-operative antibiotic prophylaxis (60% of operations at 1 week; 98% at 6 weeks) and a substantial decrease in the use of post-operative antibiotics (40% of operations at 1 week; 10% at 6 weeks) in Clean and Clean-Contaminated surgery. There was no immediate step-change in risk of SSI, but overall, there appeared to be a moderate reduction in the risk of superficial SSI across all levels of wound contamination. There were marked reductions in the costs associated with antibiotic use, the number of intravenous injections performed and nursing time spent administering these., CONCLUSION: Implementation of a locally developed policy regarding surgical antibiotic prophylaxis is an achievable quality improvement target for hospitals in low-income countries, and can lead to substantial benefits for individual patients and the institution.",2013,/,PloS one,8,11,e78942,,https://dx.doi.org/10.1371/journal.pone.0078942,24244390,#5215,Aiken 2013,"",Possible RCT
Exploring the potential impact of empiric antibiotic de-escalation for suspected early onset neonatal sepsis.,"Ain Ibrahim, Nazedah; Makmor Bakry, Mohd; Ishak, Shareena; Mohd Tahir, Nurul Ain; Mohamed Shah, Noraida","INTRODUCTION: The aim of this study was to explore the impact of empiric antibiotic de-escalation for suspected early onset neonatal sepsis (EONS) on clinical and economic outcomes. This was a multicenter prospective cohort study. Newborns were recruited from 3 neonatal intensive care units (NICUs) in Klang Valley, Malaysia., METHODOLOGY: All newborns in the NICU, and prescribed with empiric antibiotics within 72 hours for EONS over 4 months were included. Data on newborns' characteristics, clinical outcomes, cost-effectiveness in 7 days, and mortality in 28 days were recorded. Antibiotic usage was divided into de-escalation and non-de-escalation groups, with 1:1 data matching for gestational age (weeks) and birth weight (+/- 0.1 kg). Time to treatment success, 28-days all-cause mortality, and cost-effectiveness were analyzed., RESULTS: A total of 687 newborns were included. Data matching was conducted for grouping into de-escalation and non-de-escalation groups (n = 262 per group) for comparative analysis. There was no significant difference in the treatment failure rate (p = 0.742) and all-cause mortality in 28-days of life (p = 0.052) between the groups. However, a significant difference in terms of time to treatment success (median 3 days in the de-escalation group vs. 5 days in the non-de-escalation group; p < 0.001)) was observed. Cost-effectiveness analysis showed cost-saving of USD 47.80 per newborn per day for the de-escalation group., CONCLUSIONS: Early empiric antibiotic de-escalation should be considered in all newborns with a low risk of EONS. This practice did not increase the treatment failure rate and provided a beneficial outcome. Copyright (c) 2025 Nazedah Ain Ibrahim, Mohd Makmor Bakry, Shareena Ishak, Nurul Ain Mohd Tahir, Noraida Mohamed Shah.",2025,/,Journal of infection in developing countries,19,6,896-903,,https://dx.doi.org/10.3855/jidc.20654,40608719,#5216,AinIbrahim 2025,"",Possible RCT
"Point prevalence surveys of antibiotic prescribing in children at a tertiary hospital in a resource constraint, low-income sub-Saharan African country-the impact of an antimicrobial stewardship program.","Akintan, Patricia; Oshun, Philip; Osuagwu, Chioma; Ola-Bello, Olafoyekemi; Fajolu, Iretiola; Roberts, Alero; Temiye, Edamisan; Oduyebo, Oyinlola","BACKGROUND: Resistance to multiple antibiotics by several pathogens has been widely described in children and has become a global health emergency. This is due to increased use by parents, caregivers, and healthcare providers. This study aims to describe the prevalence rates of antibiotic prescribing, ascertain the impact of antimicrobial stewardship programs, and target improving the quality of antibiotic prescribing in the paediatric population over time in a hospital., METHOD: A point prevalence survey of antibiotic use was performed yearly for 4 years to monitor trends in antibiotic prescribing. Data from all patients admitted before 8 a.m. on the day of the PPS were included. A web-based application designed by the University of Antwerp was used for data entry, validation, and analysis ( http://www.global-pps.com )., RESULTS: A total of 260 children, including 90 (34.6%) neonates and 170 (65.4%) older children, were admitted during the four surveys. Overall, 179 (68.8%) patients received at least one antibiotic. In neonates, the prevalence of antibiotic use increased from 78.9 to 89.5% but decreased from 100 to 58.8% in older children. There was a reduction in the use of antibiotics for prophylaxis from 45.7 to 24.6%. The most frequently prescribed antibiotic groups were third generation cephalosporins and aminoglycosides. The most common indications for antibiotic prescription were sepsis in neonates and central nervous system infection in older children. The documentation of reason in notes increased from 33 to 100%, while the stop-review date also increased from 19.4 to 70%., CONCLUSION: The indicators for appropriate antibiotic prescription improved over time with the introduction of antibiotic stewardship program in the department. Copyright © 2024. The Author(s).",2024,/,BMC pediatrics,24,1,383,,https://dx.doi.org/10.1186/s12887-024-04847-3,38834956,#5243,Akintan 2024,"",Not RCT
